X.1..oecf4_20220506_KO_1G4_DIA_r1.raw.PG.Quantity	X.2..oecf4_20220506_KO_1G4_DIA_r3.raw.PG.Quantity	X.3..oecf4_20220506_KO_1G4_DIA_r4.raw.PG.Quantity	X.4..oecf4_20220506_KO_1G4_DIA_r4_20220508144015.raw.PG.Quantity	X.5..oecf4_20220506_KO_3G4_DIA_r1.raw.PG.Quantity	X.6..oecf4_20220506_KO_3G4_DIA_r3.raw.PG.Quantity	X.7..oecf4_20220506_KO_3G4_DIA_r4.raw.PG.Quantity	X.8..oecf4_20220506_KO_3G4_DIA_r5.raw.PG.Quantity	X.9..oecf4_20220506_LTED_DIA_r1.raw.PG.Quantity	X.10..oecf4_20220506_LTED_DIA_r3.raw.PG.Quantity	X.11..oecf4_20220506_LTED_DIA_r3_20220508005236.raw.PG.Quantity	X.12..oecf4_20220506_LTED_DIA_r4.raw.PG.Quantity	X.13..oecf4_20220506_WT_DIA_r1.raw.PG.Quantity	X.14..oecf4_20220506_WT_DIA_r2.raw.PG.Quantity	X.15..oecf4_20220506_WT_DIA_r3.raw.PG.Quantity	C: Student's T-test Significant KO_1G4_LTED	C: Student's T-test significant	N: -Log Student's T-test p-value KO_1G4_LTED	N: Student's T-test q-value KO_1G4_LTED	N: Student's T-test Difference KO_1G4_LTED	N: Student's T-test Test statistic KO_1G4_LTED	T: PG.ProteinGroups	T: PG.Genes	T: PG.ProteinDescriptions
15.8453	15.895	15.914	15.699	15.5981	15.4849	15.6174	15.4043	15.3115	15.5311	15.5926	15.5759	15.7566	15.814	15.935	+	KO_1G4_LTED	2.21173	0.00523077	0.335557	4.1308	P49354	FNTA	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
13.7416	13.6541	13.6623	13.0458	13.7547	13.5924	13.6122	13.7047	14.3128	14.2194	14.3392	14.1964	14.4373	14.5593	14.6051	+	KO_1G4_LTED	2.38292	0.00373239	-0.741018	-4.49162	P49356	FNTB	Protein farnesyltransferase subunit beta
15.5035	15.6537	15.6066	15.0725	14.5939	14.9289	14.4325	15.1116	15.7797	16.2016	16.0243	16.0359	15.7812	16.0434	16.0858	+	KO_1G4_LTED	1.87972	0.00925032	-0.551282	-3.47697	P49366	DHPS	Deoxyhypusine synthase
20.9688	20.9609	21.0023	20.9926	20.8732	20.9062	20.8261	20.9285	20.9465	20.9632	20.8571	20.9636	21.0331	21.054	21.0491			0.901057	0.0879734	0.0485168	1.77879	P49368	CCT3	T-complex protein 1 subunit gamma
NaN	17.2481	17.3108	17.27	17.296	17.3298	17.3673	17.3862	17.383	17.1297	17.2447	17.1713	17.1577	17.673	17.8251			0.265538	0.482038	0.0441289	0.653013	P49406	MRPL19	39S ribosomal protein L19
16.5767	16.074	16.084	15.9081	16.807	16.4558	16.3868	16.2778	15.4572	15.4316	15.3768	15.3477	14.7912	14.8635	14.5283	+	KO_1G4_LTED	2.68213	0.00240352	0.757382	5.16769	P49407	ARRB1	Beta-arrestin-1
NaN	20.3273	20.2749	20.3061	20.2523	20.2923	20.3308	20.2458	20.2244	19.8426	19.8394	19.9266	19.9535	20.0601	20.2967	+	KO_1G4_LTED	1.60932	0.0159378	0.344491	3.17828	P49411	TUFM	Elongation factor Tu
15.6687	15.7454	15.7754	15.9408	15.9741	16.1435	16.3783	15.7989	15.6285	16.0536	15.8487	15.9604	15.5606	15.9163	15.5831			0.360695	0.37134	-0.0901845	-0.83477	P49427	CDC34	Ubiquitin-conjugating enzyme E2 R1
12.4439	12.6637	12.4418	11.875	12.8013	13.1293	12.7618	12.8943	12.1034	11.8957	11.7127	11.6706	11.44	11.2255	10.7416	+	KO_1G4_LTED	1.39783	0.0260975	0.510509	2.61205	P49441	INPP1	Inositol polyphosphate 1-phosphatase
NaN	14.693	13.2962	13.7898	12.67	13.8788	13.6255	13.623	13.4398	11.9142	11.5098	12.3537	11.4005	12.9936	12.7206	+	KO_1G4_LTED	1.372	0.0276496	1.62192	2.70632	P49448	GLUD2	Glutamate dehydrogenase 2
14.606	14.5447	14.2269	13.9204	14.3459	14.4522	13.4613	14.4883	15.1425	15.0678	14.9336	14.8297	15.9294	15.4547	15.9758	+	KO_1G4_LTED	2.08216	0.00673487	-0.668893	-3.8689	P49454	CENPF	Centromere protein F
20.0131	20.0771	20.0422	19.9366	20.1599	20.2879	20.0916	20.1849	19.9147	20.094	20.1636	20.2755	19.6928	19.6695	19.6548			0.539969	0.227139	-0.094698	-1.1645	P49458	SRP9	Signal recognition particle 9 kDa protein
NaN	18.339	18.1914	18.4892	18.2828	18.7245	18.7537	18.7912	18.8101	17.9882	18.2417	18.5171	18.6147	17.5991	17.7338			0.0797396	0.802832	-0.0494159	-0.223131	P49588	AARS1	Alanine--tRNA ligase
NaN	18.4597	18.4227	18.6494	18.3433	18.2119	18.2428	18.2042	18.2236	17.91	18.0947	18.1665	18.2994	17.8923	17.9993	+	KO_1G4_LTED	2.04012	0.00720038	0.411891	4.12631	P49589	CARS1	Cysteine--tRNA ligase
NaN	20.4267	20.6038	20.6836	20.5598	20.3011	20.4358	20.2859	20.391	20.1281	20.2228	20.3693	20.4647	20.6069	20.3926	+	KO_1G4_LTED	1.52986	0.0191719	0.293618	3.01689	P49591	SARS1	Serine--tRNA ligase
14.7966	14.8433	14.8146	14.5584	14.9061	14.9896	14.8352	14.8874	14.8564	14.9264	14.9057	14.738	14.7765	15.0541	15.1571			0.631911	0.176868	-0.10339	-1.325	P49593	PPM1F	Protein phosphatase 1F
14.947	14.6642	14.7649	14.4874	15.147	15.1506	14.9412	15.1746	14.8657	14.578	14.6322	14.6493	13.8592	13.6984	13.7198			0.111263	0.735183	0.034559	0.300421	P49641	MAN2A2	Alpha-mannosidase 2x
13.3243	12.9547	13.0455	12.9198	12.6231	12.0746	11.4585	12.177	12.893	12.3707	13.0494	12.5397	13.2305	12.7068	12.8358			0.986616	0.0712456	0.347892	1.92095	P49674	CSNK1E	Casein kinase I isoform epsilon
15.8833	15.7593	15.6727	15.5883	16.1488	16.2502	15.9559	16.2532	15.9075	15.9765	15.9351	15.9463	15.8328	15.5451	15.976	+	KO_1G4_LTED	1.80379	0.0106536	-0.215442	-3.33487	P49711	CTCF	Transcriptional repressor CTCF
18.993	19.0841	19.0836	18.7765	18.9229	18.894	18.9424	18.9182	18.8499	19.1014	19.099	19.1236	18.945	19.0714	18.8929			0.247921	0.50555	-0.0591707	-0.608701	P49720	PSMB3	Proteasome subunit beta type-3
19.5408	19.577	19.5869	19.7817	19.4712	19.5543	19.7628	19.5105	19.5203	19.6251	19.5715	19.6119	19.3773	19.4861	19.3647			0.275409	0.46971	0.0394034	0.665639	P49721	PSMB2	Proteasome subunit beta type-2
18.3616	18.4476	18.2434	18.2976	18.4568	18.4128	18.2549	18.5593	18.9157	18.8386	18.7867	18.7259	18.7195	18.8331	18.8336	+	KO_1G4_LTED	3.70515	0.00027656	-0.479182	-8.04538	P49736	MCM2	DNA replication licensing factor MCM2
NaN	17.328	17.3593	17.3847	17.4297	17.3147	17.4783	17.5769	17.3573	16.9368	16.881	16.9048	16.8292	17.1442	17.4772	+	KO_1G4_LTED	1.26877	0.0349761	0.337371	2.50958	P49748	ACADVL	Very long-chain specific acyl-CoA dehydrogenase
16.3424	16.2574	16.3422	16.0448	16.6584	16.6496	16.5083	16.6245	16.7859	16.7796	16.7517	16.8197	16.6332	16.5827	16.5358	+	KO_1G4_LTED	3.53882	0.000325926	-0.537503	-7.50651	P49750	YLPM1	YLP motif-containing protein 1
15.0424	15.0518	14.9548	15.0315	15.2314	15.2957	15.2485	15.1554	14.7405	14.5747	14.7682	14.7255	14.4926	14.8985	14.6524	+	KO_1G4_LTED	3.20774	0.000746137	0.317904	6.52221	P49754	VPS41	Vacuolar protein sorting-associated protein 41 homolog
18.9926	18.976	19.053	19.0256	18.986	19.2279	19.0897	19.0387	18.8986	18.6659	18.7116	18.8194	18.9061	18.9375	18.9384	+	KO_1G4_LTED	2.29391	0.00448134	0.237933	4.30183	P49755	TMED10	Transmembrane emp24 domain-containing protein 10
17.6942	17.5753	17.643	17.5581	17.9143	17.9036	17.9031	17.961	18.141	18.0364	18.0679	18.0607	18.0688	17.9676	17.9755	+	KO_1G4_LTED	4.66443	0	-0.458842	-11.8675	P49756	RBM25	RNA-binding protein 25
15.5954	15.3752	15.4909	15.4688	15.925	15.8394	15.9892	15.9767	16.0685	16.0566	16.0613	16.0096	15.6441	15.6682	15.7757	+	KO_1G4_LTED	4.69579	0	-0.566422	-12.0164	P49757	NUMB	Protein numb homolog
14.6926	14.6659	14.7107	14.7843	14.4551	14.4202	14.669	14.736	15.1281	15.2928	15.2623	15.2861	15.1594	15.1513	15.0507	+	KO_1G4_LTED	4.57417	0.000208	-0.528935	-11.4482	P49761	CLK3	Dual specificity protein kinase CLK3
15.4123	15.1743	15.2577	15.1344	15.6133	15.4139	15.7132	15.3863	15.1037	14.7629	14.7279	14.9915	14.8901	14.7091	14.5527	+	KO_1G4_LTED	1.72124	0.0125039	0.34818	3.18314	P49768	PSEN1	Presenilin-1
16.5436	16.6584	16.6672	16.6652	16.4765	16.6087	16.6009	16.5697	16.8885	16.9465	16.9363	16.8731	16.7823	16.7666	16.8015	+	KO_1G4_LTED	3.67165	0.000268412	-0.277486	-7.93429	P49770	EIF2B2	Translation initiation factor eIF-2B subunit beta
17.1885	17.1674	17.4633	17.0311	17.014	17.132	17.211	17.0041	16.7478	16.8383	17.0481	17.0082	17.4211	18.007	17.4721	+	KO_1G4_LTED	1.40636	0.0255659	0.301944	2.6267	P49773	HINT1	Histidine triad nucleotide-binding protein 1
13.2386	12.7462	12.9834	12.5952	13.3829	13.2179	12.931	13.1048	13.2994	12.8647	13.386	13.317	12.9527	13.2238	12.4887			0.895222	0.0891866	-0.325919	-1.76908	P49789	FHIT	Bis(5'-adenosyl)-triphosphatase
16.4084	16.3451	16.4306	16.3343	16.1294	16.1335	16.0116	16.1033	16.5278	16.8329	16.9341	16.9698	17.323	17.3296	17.2818	+	KO_1G4_LTED	2.26131	0.00479434	-0.436559	-4.23352	P49790	NUP153	Nuclear pore complex protein Nup153
16.9654	16.9515	16.9459	16.976	16.669	16.6991	16.6721	16.6806	16.9941	16.9584	16.9801	17.0077	17.2434	17.157	17.2146			1.04995	0.0609938	-0.0253935	-2.02616	P49792	RANBP2	E3 SUMO-protein ligase RanBP2
16.488	16.6185	16.537	16.3802	16.1364	16.1148	16.0627	16.1595	16.5073	16.5482	16.5153	16.5586	16.5102	16.5659	16.5377			0.203833	0.569081	-0.0263996	-0.514325	P49840	GSK3A	Glycogen synthase kinase-3 alpha
17.27	17.2505	17.2877	17.1808	17.1179	17.0698	17.1678	17.1505	17.2983	17.3717	17.4354	17.4536	16.9489	17.0904	17.0011	+	KO_1G4_LTED	1.82412	0.0102621	-0.142487	-3.37267	P49841	GSK3B	Glycogen synthase kinase-3 beta
16.0268	15.6036	15.7512	15.4441	16.2166	16.1616	16.1633	16.156	14.8225	14.8483	15.1752	15.0464	14.8396	15.1042	14.8426	+	KO_1G4_LTED	2.56778	0.00278576	0.733324	4.90203	P49902	NT5C2	Cytosolic purine 5'-nucleotidase
NaN	17.7059	17.5916	17.6472	17.6485	18.1271	18.1608	18.0387	18.1543	18.1036	18.1521	18.2119	18.2225	18.2787	18.3926	+	KO_1G4_LTED	4.37065	0.000161994	-0.50724	-13.3235	P49903	SEPHS1	Selenide
15.8755	15.7107	15.7114	15.6605	16.2108	16.09	16.0217	16.1912	16.0162	16.0021	15.964	15.9042	15.5979	15.5767	15.5272	+	KO_1G4_LTED	2.32506	0.00408233	-0.232102	-4.36769	P49914	MTHFS	5-formyltetrahydrofolate cyclo-ligase
19.1328	19.1435	19.1637	19.1525	18.9527	18.9424	18.8803	18.9384	19.099	19.0455	19.0685	19.0151	19.3859	19.5279	19.4979	+	KO_1G4_LTED	2.52918	0.0029857	0.0911155	4.81445	P49915	GMPS	GMP synthase [glutamine-hydrolyzing]
16.7056	16.4342	16.6677	16.6771	16.2203	16.1829	16.2896	16.3299	16.533	16.6463	16.6878	16.6967	16.8078	16.8829	16.6438			0.0991336	0.761673	-0.0198002	-0.270398	P49916	LIG3	DNA ligase 3
16.9171	16.7726	16.8704	16.8557	16.7507	16.7447	16.6846	16.6895	16.7991	16.79	16.8261	16.845	16.6622	16.7785	16.6522			0.555393	0.21728	0.0389013	1.19174	P49959	MRE11	Double-strand break repair protein MRE11
15.2228	14.8973	14.709	15.1607	15.2782	14.9376	15.0051	14.8028	14.3967	14.4922	14.709	14.3787	17.8897	17.5511	17.3538	+	KO_1G4_LTED	1.92444	0.00842643	0.50331	3.56187	P50135	HNMT	Histamine N-methyltransferase
16.9232	16.6548	16.7614	16.9246	17.0542	17.1178	17.1894	16.832	16.5761	16.6049	16.6743	16.702	16.5306	16.6112	16.5463	+	KO_1G4_LTED	1.30121	0.0324466	0.176725	2.44722	P50148	GNAQ	Guanine nucleotide-binding protein G(q) subunit alpha
NaN	18.9717	19.0539	19.025	19.0542	19.0028	19.096	19.0413	18.9906	18.9867	18.8865	18.9425	18.9712	19.169	19.1935			0.914116	0.0852397	0.0652881	1.86067	P50213	IDH3A	Isocitrate dehydrogenase [NAD] subunit alpha
12.2454	11.737	12.3005	11.1261	11.7567	11.7698	12.0914	12.4709	12.7678	12.4361	12.0395	12.2328	13.3548	13.333	13.7044			0.819937	0.10673	-0.516819	-1.64353	P50219	MNX1	Motor neuron and pancreas homeobox protein 1
14.9318	15.0707	14.9843	15.227	17.0548	17.0974	17.4287	17.0677	13.8747	13.8996	13.9325	13.6081	14.5083	14.5802	14.7913	+	KO_1G4_LTED	4.78007	0	1.2247	12.4255	P50225	SULT1A1	Sulfotransferase 1A1
19.4009	19.229	19.3301	19.3056	20.2269	20.1648	20.2374	20.1801	20.3936	20.356	20.3889	20.4106	20.0575	20.1644	20.0633	+	KO_1G4_LTED	6.93031	0	-1.07087	-28.7449	P50395	GDI2	Rab GDP dissociation inhibitor beta
17.1515	16.8033	17.2934	16.8128	16.4524	17.0018	17.3133	16.9353	19.3105	17.0716	17.2075	17.103	15.3701	16.4943	16.1808			0.545497	0.223739	-0.6579	-1.17428	P50402	EMD	Emerin
NaN	16.8619	16.8243	16.6154	16.7052	16.9928	16.9715	17.0559	16.9626	17.9417	17.6336	17.4906	17.3474	18.6651	18.596	+	KO_1G4_LTED	1.49957	0.0205133	-0.739926	-2.95629	P50416	CPT1A	Carnitine O-palmitoyltransferase 1
13.4432	13.3008	13.4734	NaN	NaN	NaN	11.3948	NaN	12.5978	13.6955	14.073	13.1324	17.372	17.2958	18.0879			0.027497	0.928782	0.0311446	0.080915	P50443	SLC26A2	Sulfate transporter
16.2404	15.9137	15.9147	15.7053	16.1505	16.2206	16.3564	16.1636	15.8733	15.6838	16.0066	15.8627	16.0665	15.8587	15.4523			0.279747	0.463989	0.0869167	0.674504	P50452	SERPINB8	Serpin B8
12.1687	12.2271	12.3607	11.96	12.6328	12.7823	13.876	12.5982	12.9495	12.401	12.5576	12.9985	12.5624	13.2473	12.684	+	KO_1G4_LTED	1.75529	0.0114747	-0.547529	-3.2454	P50453	SERPINB9	Serpin B9
19.495	19.4658	19.4756	19.4054	19.9268	19.8796	19.9731	19.9713	19.9989	19.9512	20.0302	20.0894	19.8442	19.7526	19.6271	+	KO_1G4_LTED	5.41956	0	-0.557	-15.9858	P50454	SERPINH1	Serpin H1
20.2844	20.3979	20.3468	20.2538	20.0826	20.1652	20.005	20.0958	19.9751	20.3343	20.2901	20.2713	20.384	20.4304	20.3811			0.543116	0.225492	0.103013	1.17007	P50502	ST13	Hsc70-interacting protein
14.1184	13.7402	14.0815	13.9379	13.3253	13.3265	12.5976	13.3864	14.0575	12.6242	13.518	13.386	13.0461	13.4821	13.5134			0.951142	0.0776725	0.573044	1.86204	P50548	ERF	ETS domain-containing transcription factor ERF
17.6239	17.6106	17.6509	17.621	17.8531	18.0469	17.9147	17.8361	17.7677	17.7619	17.8705	17.8544	17.2093	17.1312	17.0292	+	KO_1G4_LTED	3.12817	0.00089441	-0.187045	-6.30178	P50552	VASP	Vasodilator-stimulated phosphoprotein
18.8594	18.8722	18.8202	18.8987	19.0126	19.0101	19.0857	18.9275	18.9489	18.7617	18.7769	18.7592	18.9022	18.9394	18.8401			0.473282	0.272237	0.0509157	1.04498	P50570	DNM2	Dynamin-2
15.5734	15.7878	15.6611	15.4845	15.4317	15.3238	15.2243	15.5805	15.7231	15.7084	15.6952	15.7334	16.3589	16.3969	16.4908			0.648902	0.168558	-0.0883424	-1.35423	P50579	METAP2	Methionine aminopeptidase 2
16.2383	16.2424	16.2012	16.1277	16.3422	16.2196	16.1639	16.3062	16.0671	16.1071	16.1881	16.0778	16.0773	16.2559	15.9811	+	KO_1G4_LTED	1.28698	0.0334982	0.0923772	2.42311	P50583	NUDT2	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]
15.6753	15.6099	15.6227	15.5429	15.7148	15.6211	15.743	15.6725	15.7132	15.8972	15.7741	15.8796	16.1197	16.1959	16.1175	+	KO_1G4_LTED	2.12075	0.0061712	-0.203322	-3.94596	P50613	CDK7	Cyclin-dependent kinase 7
14.4785	14.0392	14.2721	13.6203	14.3424	14.2365	14.3627	14.2186	14.1105	14.3062	14.3765	14.3105	14.4589	14.4879	14.5726			0.394492	0.337922	-0.173405	-0.8992	P50616	TOB1	Protein Tob1
12.4825	12.9365	12.7961	12.9186	12.427	12.8082	13.0184	12.7624	13.0024	12.9371	12.7743	12.9255	12.1662	12.4395	12.2996			0.50035	0.252926	-0.126433	-1.09386	P50747	HLCS	Biotin--protein ligase
14.5076	14.8264	14.7351	14.2937	14.9009	14.5281	14.4922	15.0967	15.4874	15.5117	15.5363	15.5019	14.2695	14.6845	14.6847	+	KO_1G4_LTED	3.58577	0.000338462	-0.91861	-7.65544	P50748	KNTC1	Kinetochore-associated protein 1
17.0321	17.0329	17.0615	17.0513	16.8843	16.8126	16.7378	16.8214	16.992	16.95	16.9131	17.0143	17.2507	17.2166	17.0998	+	KO_1G4_LTED	1.76664	0.011374	0.0770807	3.26626	P50750	CDK9	Cyclin-dependent kinase 9
18.6956	18.7095	18.5283	19.0547	19.4062	19.4336	19.4768	19.276	19.6071	19.1979	19.1891	19.2912	16.9434	16.4735	17.3903	+	KO_1G4_LTED	2.09184	0.00661136	-0.574314	-3.88817	P50895	BCAM	Basal cell adhesion molecule
17.9511	17.7152	17.5799	17.9123	18.9801	19.0188	18.7767	18.7753	17.7693	17.6338	17.7744	17.5873	17.7758	17.8363	17.4698			0.445188	0.292489	0.0984092	0.993637	P50897	PPT1	Palmitoyl-protein thioesterase 1
21.0451	21.1515	21.0543	21.159	20.9349	21.151	21.0599	20.7311	21.2982	21.422	21.2032	21.1252	21.4177	21.1272	21.5449	+	KO_1G4_LTED	1.18564	0.0430062	-0.15969	-2.2525	P50914	RPL14	60S ribosomal protein L14
20.6442	20.787	20.7323	20.7384	20.4774	20.5776	20.533	20.5561	20.6253	20.7809	20.7385	20.7069	20.927	21.0642	21.0108			0.104538	0.749394	0.0125899	0.283842	P50990	CCT8	T-complex protein 1 subunit theta
19.9006	19.9765	20.0064	19.9725	19.7294	19.7929	19.7802	19.8337	19.848	20.0767	19.955	19.9687	20.4148	20.4843	20.5581			0.0122776	0.968049	0.00188971	0.0364242	P50991	CCT4	T-complex protein 1 subunit delta
16.2669	14.6966	14.2456	14.045	17.2581	15.2001	16.975	13.6256	18.0683	17.9225	16.8272	17.2741	17.0197	16.8085	16.9345	+	KO_1G4_LTED	2.46389	0.00330587	-2.70953	-4.6686	P50995	ANXA11	Annexin A11
16.6008	16.632	16.6067	16.5296	16.657	16.6172	16.6847	16.6442	16.9556	16.8904	16.8717	16.8913	16.5785	16.7983	16.6633	+	KO_1G4_LTED	4.43572	0.000176271	-0.30997	-10.8315	P51003	PAPOLA	Poly(A) polymerase alpha
17.4877	17.4897	17.4728	17.3787	17.4063	17.314	17.3427	17.3836	17.4945	17.7451	17.6269	17.657	17.8124	17.8026	17.9098	+	KO_1G4_LTED	1.60873	0.0159523	-0.173675	-2.98055	P51114	FXR1	Fragile X mental retardation syndrome-related protein 1
15.5781	15.6997	15.687	15.3729	15.3459	15.3789	15.0629	15.2855	15.8391	15.9183	15.7124	15.7136	16.4482	16.4611	16.414	+	KO_1G4_LTED	1.22909	0.0385727	-0.211426	-2.32545	P51116	FXR2	Fragile X mental retardation syndrome-related protein 2
19.616	19.5873	19.5278	19.5504	19.6669	19.5804	19.7473	19.5857	19.7511	19.6329	19.588	19.644	19.556	19.7287	19.618			1.09915	0.0537574	-0.0836692	-2.10803	P51148	RAB5C	Ras-related protein Rab-5C
20.6076	20.6316	20.6358	20.6703	20.6834	20.7141	20.7472	20.7211	20.6588	20.5711	20.5257	20.5879	20.4357	20.3863	20.3613			0.825563	0.105302	0.0504179	1.65294	P51149	RAB7A	Ras-related protein Rab-7a
16.74	16.6463	16.687	16.5406	17.1048	16.8325	16.9948	16.9613	16.5549	16.3995	16.3599	16.4234	15.9533	15.9234	16.0513	+	KO_1G4_LTED	1.97911	0.00777493	0.219026	3.66691	P51151	RAB9A	Ras-related protein Rab-9A
17.6339	17.7372	17.6909	17.6982	17.6595	17.6762	17.6409	17.5651	18.1857	18.0926	17.8097	17.7179	17.4539	17.6066	17.5778	+	KO_1G4_LTED	1.21446	0.0398871	-0.261388	-2.30085	P51153	RAB13	Ras-related protein Rab-13
16.8475	16.7308	16.6293	16.4301	17.1851	17.1753	16.9984	17.171	17.6055	17.6393	17.7119	17.7257	14.8231	15.1883	14.6964	+	KO_1G4_LTED	4.44326	0.00017931	-1.01116	-10.8643	P51159	RAB27A	Ras-related protein Rab-27A
NaN	NaN	11.6809	NaN	NaN	12.5187	11.7688	NaN	NaN	NaN	12.1546	12.7332	11.546	12.5536	12.728			NaN	1	0	NaN	P51161	FABP6	Gastrotropin
16.1255	16.2879	16.4295	15.8135	16.1365	15.4057	15.5215	15.7356	14.951	15.3472	15.4715	15.5286	14.5148	14.6488	14.464	+	KO_1G4_LTED	2.39717	0.00365311	0.839501	4.52246	P51397	DAP	Death-associated protein 1
NaN	16.7744	16.7379	16.7132	16.8311	16.8896	16.8591	16.9498	16.8543	16.6925	16.6027	16.5199	16.4865	17.1284	17.3232			0.370638	0.361944	0.0745026	0.866262	P51398	DAP3	28S ribosomal protein S29
16.2444	16.3063	16.1506	16.3303	16.1174	16.3208	16.227	16.0882	15.9751	15.9571	15.9453	15.8949	15.7102	15.9118	15.6659	+	KO_1G4_LTED	3.44544	0.000384615	0.314764	7.21742	P51452	DUSP3	Dual specificity protein phosphatase 3
12.9667	13.3661	13.2779	12.3324	NaN	11.8938	11.3569	12.5903	13.3089	13.3084	13.1353	12.9046	12.566	11.749	12.2003			0.295275	0.44501	-0.178515	-0.705986	P51513	NOVA1	RNA-binding protein Nova-1
14.4419	14.4821	14.5334	14.4835	14.2162	14.16	13.8577	14.4435	14.6441	14.577	14.6566	14.8121	13.3259	13.5159	13.268	+	KO_1G4_LTED	1.90441	0.00874177	-0.187212	-3.52372	P51531	SMARCA2	Probable global transcription activator SNF2L2
NaN	17.2592	17.3436	17.2712	17.372	17.3516	17.3891	17.3191	17.3727	17.1879	17.1841	17.2852	17.2108	16.9302	17.1285			0.235044	0.522371	0.0338637	0.588067	P51553	IDH3G	Isocitrate dehydrogenase [NAD] subunit gamma
19.2786	19.133	19.2083	19.2584	19.3141	19.3285	19.3877	19.2123	18.3681	18.1447	18.3513	18.2761	19.1067	19.2363	19.1281	+	KO_1G4_LTED	5.33935	0	0.934494	15.4911	P51570	GALK1	Galactokinase
18.5588	18.4717	18.564	18.3657	18.2108	18.3174	18.2536	18.3023	18.8882	18.9175	18.8931	18.8488	18.733	18.824	18.8292	+	KO_1G4_LTED	3.73804	0.000289753	-0.396892	-8.15574	P51571	SSR4	Translocon-associated protein subunit delta
19.2157	19.2279	19.1727	19.1104	19.1192	19.1641	18.9956	19.1792	19.741	19.4686	19.6315	19.7473	17.9658	18.0308	18.152	+	KO_1G4_LTED	3.24077	0.000708571	-0.465435	-6.61548	P51572	BCAP31	B-cell receptor-associated protein 31
15.6478	15.614	15.5457	15.7229	15.3674	15.3587	15.4273	15.2795	15.2313	15.5916	15.6001	15.4445	15.4628	15.4561	15.2223			0.893924	0.0894099	0.165763	1.76692	P51580	TPMT	Thiopurine S-methyltransferase
15.0002	13.1511	14.9384	14.1669	14.905	13.1815	13.972	14.9701	14.4885	14.584	14.8117	14.9281	12.6696	13.0755	12.378			0.383006	0.349285	-0.388901	-0.877446	P51608	MECP2	Methyl-CpG-binding protein 2
17.6869	17.6682	17.7033	17.7226	17.6758	17.704	17.736	17.744	17.9397	17.8755	17.8918	17.9279	17.3661	17.4894	17.5476	+	KO_1G4_LTED	4.52766	0.000197719	-0.213446	-11.2375	P51610	HCFC1	Host cell factor 1
NaN	18.2168	18.0205	18.0811	18.1231	18.1311	18.2476	18.2408	18.0241	16.6539	16.663	16.8951	16.8812	16.7874	16.9937	+	KO_1G4_LTED	1.3631	0.0284501	1.04705	2.68918	P51649	ALDH5A1	Succinate-semialdehyde dehydrogenase
19.3946	19.3039	19.3493	19.3394	19.5971	19.6252	19.5684	19.5183	19.0958	19.2433	19.2896	19.204	18.7347	18.9788	18.7957	+	KO_1G4_LTED	1.65059	0.0147564	0.138617	3.05539	P51659	HSD17B4	Peroxisomal multifunctional enzyme type 2
18.7631	18.7312	18.7712	18.753	18.6525	18.7936	18.7395	18.7138	18.9389	18.9393	18.8963	18.9015	18.6104	18.8136	18.6113	+	KO_1G4_LTED	4.54769	0.000202335	-0.164375	-11.3278	P51665	PSMD7	26S proteasome non-ATPase regulatory subunit 7
NaN	14.2245	13.7906	13.891	14.022	15.1004	15.1254	15.2724	14.9255	13.5477	13.663	13.7324	13.5652	12.1704	12.5984			0.00128169	0.996922	0.00153764	0.00388147	P51687	SUOX	Sulfite oxidase
16.8777	16.2627	16.4534	16.1863	16.8061	16.7995	16.6571	16.5753	15.4094	15.4021	15.5796	15.4613	14.7109	14.7361	14.4371	+	KO_1G4_LTED	3.06555	0.00102463	0.981919	6.1324	P51688	SGSH	N-sulphoglucosamine sulphohydrolase
14.8231	14.3679	14.6097	13.9192	14.3316	14.5169	14.3196	14.3788	14.4895	13.9601	14.2442	14.1008	12.2246	12.4294	12.662			0.465433	0.278115	0.231375	1.0307	P51689	ARSD	Arylsulfatase D
15.4413	15.3147	15.4414	15.33	15.413	15.4581	15.4342	15.3281	15.4773	15.5733	15.5075	15.4429	14.9489	15.2472	15.1645	+	KO_1G4_LTED	1.43535	0.0241802	-0.118417	-2.67668	P51692	STAT5B	Signal transducer and activator of transcription 5B
15.3826	15.9091	17.0288	16.8952	17.566	14.752	17.2816	15.4547	14.6894	12.7458	15.2752	15.4432	15.4972	15.6094	10.5252	+	KO_1G4_LTED	1.27511	0.0343638	1.76552	2.40304	P51795	CLCN5	H(+)/Cl(-) exchange transporter 5
15.0336	14.9226	14.885	14.9809	14.9765	14.869	15.0874	14.9635	14.528	14.3107	14.3854	14.4565	14.8052	14.9075	14.5447	+	KO_1G4_LTED	4.08429	0.000273839	0.53542	9.39948	P51798	CLCN7	H(+)/Cl(-) exchange transporter 7
13.7816	13.9858	13.7604	13.5512	13.459	13.5859	13.2455	13.2465	13.9401	13.949	13.9341	14.026	11.7202	12.0366	12.0209			1.09868	0.05379	-0.192544	-2.10726	P51805	PLXNA3	Plexin-A3
16.4576	16.6453	16.4687	16.5091	16.3852	16.5225	16.4197	16.5359	16.9015	16.9205	17.1259	17.0694	15.5436	15.7561	15.7261	+	KO_1G4_LTED	3.34188	0.000566416	-0.484132	-6.90756	P51809	VAMP7	Vesicle-associated membrane protein 7
